"indicator","total_obs","missing_obs","completeness_rate"
"LO.PIAAC.NUM.FE.1",17952,17922,0.2
"LO.PIAAC.NUM.FE.2",17952,17922,0.2
"LO.PIAAC.NUM.FE.BE",17952,17922,0.2
"LO.PIAAC.NUM.MA",17952,17922,0.2
"LO.PIAAC.NUM.MA.1",17952,17922,0.2
"LO.PIAAC.NUM.MA.2",17952,17922,0.2
"LO.PIAAC.NUM.MA.3",17952,17922,0.2
"LO.PIAAC.NUM.MA.45",17952,17922,0.2
"LO.PIAAC.NUM.MA.BE",17952,17922,0.2
"LO.PIAAC.NUM.P05",17952,17922,0.2
"LO.PIAAC.NUM.P10",17952,17922,0.2
"LO.PIAAC.NUM.P25",17952,17922,0.2
"LO.PIAAC.NUM.P50",17952,17922,0.2
"LO.PIAAC.NUM.P75",17952,17922,0.2
"LO.PIAAC.NUM.P90",17952,17922,0.2
"LO.PIAAC.NUM.P95",17952,17922,0.2
"LO.PIAAC.NUM.YOU",17952,17922,0.2
"LO.PIAAC.NUM.YOU.1",17952,17922,0.2
"LO.PIAAC.NUM.YOU.2",17952,17922,0.2
"LO.PIAAC.NUM.YOU.3",17952,17922,0.2
"LO.PIAAC.NUM.YOU.45",17952,17922,0.2
"LO.PIAAC.NUM.YOU.BE",17952,17922,0.2
"LO.PIAAC.NUM.YOU.FE",17952,17922,0.2
"LO.PIAAC.NUM.YOU.MA",17952,17922,0.2
"LO.PIAAC.TEC.FAIL",17952,17922,0.2
"LO.PIAAC.TEC.NO",17952,17922,0.2
"LO.PIAAC.TEC.OPT",17952,17922,0.2
"LO.PIAAC.TEC.YOU.FAILNO",17952,17922,0.2
"LO.PIAAC.TEC.YOU.OPT",17952,17923,0.2
"LO.SACMEQ.MAT",17952,17925,0.2
"LO.SACMEQ.MAT.FE",17952,17925,0.2
"LO.SACMEQ.MAT.L1",17952,17925,0.2
"LO.SACMEQ.MAT.L1.FE",17952,17925,0.2
"LO.SACMEQ.MAT.L1.MA",17952,17925,0.2
"LO.SACMEQ.MAT.L2",17952,17925,0.2
"LO.SACMEQ.MAT.L2.FE",17952,17925,0.2
"LO.SACMEQ.MAT.L2.MA",17952,17925,0.2
"LO.SACMEQ.MAT.L3",17952,17925,0.2
"LO.SACMEQ.MAT.L3.FE",17952,17925,0.2
"LO.SACMEQ.MAT.L3.MA",17952,17925,0.2
"LO.SACMEQ.MAT.L4",17952,17925,0.2
"LO.SACMEQ.MAT.L4.FE",17952,17925,0.2
"LO.SACMEQ.MAT.L4.MA",17952,17925,0.2
"LO.SACMEQ.MAT.L5",17952,17925,0.2
"LO.SACMEQ.MAT.L5.FE",17952,17925,0.2
"LO.SACMEQ.MAT.L5.MA",17952,17925,0.2
"LO.SACMEQ.MAT.L6",17952,17925,0.2
"LO.SACMEQ.MAT.L6.FE",17952,17925,0.2
"LO.SACMEQ.MAT.L6.MA",17952,17925,0.2
"LO.SACMEQ.MAT.L7",17952,17925,0.2
"LO.SACMEQ.MAT.L7.FE",17952,17925,0.2
"LO.SACMEQ.MAT.L7.MA",17952,17925,0.2
"LO.SACMEQ.MAT.L8",17952,17925,0.2
"LO.SACMEQ.MAT.L8.FE",17952,17925,0.2
"LO.SACMEQ.MAT.L8.MA",17952,17925,0.2
"LO.SACMEQ.MAT.MA",17952,17925,0.2
"LO.SACMEQ.REA",17952,17919,0.2
"LO.SACMEQ.REA.FE",17952,17919,0.2
"LO.SACMEQ.REA.L1",17952,17919,0.2
"LO.SACMEQ.REA.L1.MA",17952,17919,0.2
"LO.SACMEQ.REA.L2",17952,17919,0.2
"LO.SACMEQ.REA.L2.FE",17952,17919,0.2
"LO.SACMEQ.REA.L2.MA",17952,17919,0.2
"LO.SACMEQ.REA.L3",17952,17919,0.2
"LO.SACMEQ.REA.L3.FE",17952,17919,0.2
"LO.SACMEQ.REA.L3.MA",17952,17919,0.2
"LO.SACMEQ.REA.L4",17952,17919,0.2
"LO.SACMEQ.REA.L4.FE",17952,17919,0.2
"LO.SACMEQ.REA.L4.MA",17952,17919,0.2
"LO.SACMEQ.REA.L5",17952,17919,0.2
"LO.SACMEQ.REA.L5.FE",17952,17919,0.2
"LO.SACMEQ.REA.L5.MA",17952,17919,0.2
"LO.SACMEQ.REA.L6",17952,17919,0.2
"LO.SACMEQ.REA.L6.FE",17952,17919,0.2
"LO.SACMEQ.REA.L6.MA",17952,17919,0.2
"LO.SACMEQ.REA.L7",17952,17919,0.2
"LO.SACMEQ.REA.L7.FE",17952,17919,0.2
"LO.SACMEQ.REA.L7.MA",17952,17919,0.2
"LO.SACMEQ.REA.L8",17952,17919,0.2
"LO.SACMEQ.REA.L8.FE",17952,17919,0.2
"LO.SACMEQ.REA.L8.MA",17952,17919,0.2
"LO.SACMEQ.REA.MA",17952,17919,0.2
"PER.ALL.CAPITA",17952,17915,0.2
"PER.ALL.EXE.CPL.GOV",17952,17916,0.2
"PER.ALL.EXE.CPL.ITL",17952,17924,0.2
"PER.ALL.EXE.SAL",17952,17908,0.2
"PER.ALL.GS.TOT",17952,17925,0.2
"PER.ALL.NSAL.RCT",17952,17924,0.2
"PER.ALL.PS.LOC",17952,17921,0.2
"PER.ALL.PS.LOC.PP",17952,17924,0.2
"PER.ALL.PS.LOC.SEC",17952,17910,0.2
"PER.ALL.PS.LOC.TER",17952,17908,0.2
"PER.ALL.PTR",17952,17911,0.2
"PER.ALL.RCT.GS",17952,17925,0.2
"PER.ALL.SAL.GDP",17952,17909,0.2
"PER.ALL.TSAL.USD",17952,17921,0.2
"PER.ALL.TTL.NA",17952,17921,0.2
"PER.BAS.GDP",17952,17920,0.2
"PER.BAS.PS.USD",17952,17917,0.2
"PER.BAS.SAL",17952,17912,0.2
"PER.BAS.TOTEXP",17952,17914,0.2
"PER.GS.TOT.SHARE",17952,17913,0.2
"PER.JR.PTR",17952,17916,0.2
"PER.OC.TRA.USD",17952,17898,0.3
"PER.SOR.ITL.TOT",17952,17893,0.3
"PER.SOR.ITL.USD",17952,17903,0.3
"PER.TER.TOTEXP",17952,17901,0.3
"PER.VOC.RCT.TOT",17952,17894,0.3
"SE.CLO.15Y.LDGAP.M.PS.2006.1",17952,17896,0.3
"SE.CLO.15Y.LDGAP.M.PS.2006.2",17952,17896,0.3
"SE.CLO.15Y.LDGAP.M.PS.2006.3",17952,17896,0.3
"SE.CLO.15Y.LDGAP.M.PS.2006.4",17952,17896,0.3
"SE.CLO.15Y.LDGAP.M.PS.2006.5",17952,17896,0.3
"SE.CLO.15Y.LDGAP.M.PS.2006.A",17952,17896,0.3
"SE.CLO.15Y.LDGAP.M.PS.2006.F",17952,17896,0.3
"SE.CLO.15Y.LDGAP.M.PS.2006.M",17952,17896,0.3
"SE.CLO.15Y.LDGAP.M.PS.2006.R",17952,17901,0.3
"SE.CLO.15Y.LDGAP.M.PS.2006.U",17952,17898,0.3
"SE.CLO.15Y.LDGAP.M.PS.2012.1",17952,17890,0.3
"SE.CLO.15Y.LDGAP.M.PS.2012.2",17952,17891,0.3
"SE.CLO.15Y.LDGAP.M.PS.2012.3",17952,17891,0.3
"SE.CLO.15Y.LDGAP.M.PS.2012.4",17952,17891,0.3
"SE.CLO.15Y.LDGAP.M.PS.2012.5",17952,17891,0.3
"SE.CLO.15Y.LDGAP.M.PS.2012.A",17952,17890,0.3
"SE.CLO.15Y.LDGAP.M.PS.2012.F",17952,17890,0.3
"SE.CLO.15Y.LDGAP.M.PS.2012.M",17952,17890,0.3
"SE.CLO.15Y.LDGAP.M.PS.2012.R",17952,17896,0.3
"SE.CLO.15Y.LDGAP.M.PS.2012.U",17952,17890,0.3
"SE.CLO.15Y.LDGAP.R.PS.2006.1",17952,17897,0.3
"SE.CLO.15Y.LDGAP.R.PS.2006.2",17952,17897,0.3
"SE.CLO.15Y.LDGAP.R.PS.2006.3",17952,17897,0.3
"SE.CLO.15Y.LDGAP.R.PS.2006.4",17952,17897,0.3
"SE.CLO.15Y.LDGAP.R.PS.2006.5",17952,17897,0.3
"SE.CLO.15Y.LDGAP.R.PS.2006.A",17952,17897,0.3
"SE.CLO.15Y.LDGAP.R.PS.2006.F",17952,17897,0.3
"SE.CLO.15Y.LDGAP.R.PS.2006.M",17952,17897,0.3
"SE.CLO.15Y.LDGAP.R.PS.2006.R",17952,17901,0.3
"SE.CLO.15Y.LDGAP.R.PS.2006.U",17952,17899,0.3
"SE.CLO.15Y.LDGAP.R.PS.2009.R",17952,17890,0.3
"SE.CLO.15Y.LDGAP.R.PS.2012.1",17952,17890,0.3
"SE.CLO.15Y.LDGAP.R.PS.2012.2",17952,17891,0.3
"SE.CLO.15Y.LDGAP.R.PS.2012.3",17952,17891,0.3
"SE.CLO.15Y.LDGAP.R.PS.2012.4",17952,17891,0.3
"SE.CLO.15Y.LDGAP.R.PS.2012.5",17952,17891,0.3
"SE.CLO.15Y.LDGAP.R.PS.2012.A",17952,17890,0.3
"SE.CLO.15Y.LDGAP.R.PS.2012.F",17952,17890,0.3
"SE.CLO.15Y.LDGAP.R.PS.2012.M",17952,17890,0.3
"SE.CLO.15Y.LDGAP.R.PS.2012.R",17952,17897,0.3
"SE.CLO.15Y.LDGAP.R.PS.2012.U",17952,17890,0.3
"SE.CLO.15Y.LDGAP.R.PS.2015.R",17952,17890,0.3
"SE.CLO.15Y.LDGAP.S.PS.2006.1",17952,17896,0.3
"SE.CLO.15Y.LDGAP.S.PS.2006.2",17952,17896,0.3
"SE.CLO.15Y.LDGAP.S.PS.2006.3",17952,17896,0.3
"SE.CLO.15Y.LDGAP.S.PS.2006.4",17952,17896,0.3
"SE.CLO.15Y.LDGAP.S.PS.2006.5",17952,17896,0.3
"SE.CLO.15Y.LDGAP.S.PS.2006.A",17952,17896,0.3
"SE.CLO.15Y.LDGAP.S.PS.2006.F",17952,17896,0.3
"SE.CLO.15Y.LDGAP.S.PS.2006.M",17952,17896,0.3
"SE.CLO.15Y.LDGAP.S.PS.2006.R",17952,17900,0.3
"SE.CLO.15Y.LDGAP.S.PS.2006.U",17952,17898,0.3
"SE.CLO.15Y.LDGAP.S.PS.2009.R",17952,17890,0.3
"SE.CLO.15Y.LDGAP.S.PS.2012.1",17952,17890,0.3
"SE.CLO.15Y.LDGAP.S.PS.2012.2",17952,17891,0.3
"SE.CLO.15Y.LDGAP.S.PS.2012.3",17952,17891,0.3
"SE.CLO.15Y.LDGAP.S.PS.2012.4",17952,17891,0.3
"SE.CLO.15Y.LDGAP.S.PS.2012.5",17952,17891,0.3
"SE.CLO.15Y.LDGAP.S.PS.2012.A",17952,17890,0.3
"SE.CLO.15Y.LDGAP.S.PS.2012.F",17952,17890,0.3
"SE.CLO.15Y.LDGAP.S.PS.2012.M",17952,17890,0.3
"SE.CLO.15Y.LDGAP.S.PS.2012.R",17952,17896,0.3
"SE.CLO.15Y.LDGAP.S.PS.2012.U",17952,17890,0.3
"SE.CLO.15Y.LDGAP.S.PS.2015.R",17952,17890,0.3
"SE.CLO.15Y.LDSEV.M.PS.2006.1",17952,17896,0.3
"SE.CLO.15Y.LDSEV.M.PS.2006.2",17952,17896,0.3
"SE.CLO.15Y.LDSEV.M.PS.2006.3",17952,17896,0.3
"SE.CLO.15Y.LDSEV.M.PS.2006.4",17952,17896,0.3
"SE.CLO.15Y.LDSEV.M.PS.2006.5",17952,17896,0.3
"SE.CLO.15Y.LDSEV.M.PS.2006.A",17952,17896,0.3
"SE.CLO.15Y.LDSEV.M.PS.2006.F",17952,17896,0.3
"SE.CLO.15Y.LDSEV.M.PS.2006.M",17952,17896,0.3
"SE.CLO.15Y.LDSEV.M.PS.2006.R",17952,17901,0.3
"SE.CLO.15Y.LDSEV.M.PS.2006.U",17952,17898,0.3
"SE.CLO.15Y.LDSEV.M.PS.2012.1",17952,17890,0.3
"SE.CLO.15Y.LDSEV.M.PS.2012.2",17952,17891,0.3
"SE.CLO.15Y.LDSEV.M.PS.2012.3",17952,17891,0.3
"SE.CLO.15Y.LDSEV.M.PS.2012.4",17952,17891,0.3
"SE.CLO.15Y.LDSEV.M.PS.2012.5",17952,17891,0.3
"SE.CLO.15Y.LDSEV.M.PS.2012.A",17952,17890,0.3
"SE.CLO.15Y.LDSEV.M.PS.2012.F",17952,17890,0.3
"SE.CLO.15Y.LDSEV.M.PS.2012.M",17952,17890,0.3
"SE.CLO.15Y.LDSEV.M.PS.2012.R",17952,17896,0.3
"SE.CLO.15Y.LDSEV.M.PS.2012.U",17952,17890,0.3
"SE.CLO.15Y.LDSEV.M.PS.2015.R",17952,17890,0.3
"SE.CLO.15Y.LDSEV.R.PS.2006.1",17952,17897,0.3
"SE.CLO.15Y.LDSEV.R.PS.2006.2",17952,17897,0.3
"SE.CLO.15Y.LDSEV.R.PS.2006.3",17952,17897,0.3
"SE.CLO.15Y.LDSEV.R.PS.2006.4",17952,17897,0.3
"SE.CLO.15Y.LDSEV.R.PS.2006.5",17952,17897,0.3
"SE.CLO.15Y.LDSEV.R.PS.2006.A",17952,17897,0.3
"SE.CLO.15Y.LDSEV.R.PS.2006.F",17952,17897,0.3
"SE.CLO.15Y.LDSEV.R.PS.2006.M",17952,17897,0.3
"SE.CLO.15Y.LDSEV.R.PS.2006.R",17952,17901,0.3
"SE.CLO.15Y.LDSEV.R.PS.2006.U",17952,17899,0.3
"SE.CLO.15Y.LDSEV.R.PS.2009.R",17952,17890,0.3
"SE.CLO.15Y.LDSEV.R.PS.2012.1",17952,17890,0.3
"SE.CLO.15Y.LDSEV.R.PS.2012.2",17952,17891,0.3
"SE.CLO.15Y.LDSEV.R.PS.2012.3",17952,17891,0.3
"SE.CLO.15Y.LDSEV.R.PS.2012.4",17952,17891,0.3
"SE.CLO.15Y.LDSEV.R.PS.2012.5",17952,17891,0.3
"SE.CLO.15Y.LDSEV.R.PS.2012.A",17952,17890,0.3
"SE.CLO.15Y.LDSEV.R.PS.2012.F",17952,17890,0.3
"SE.CLO.15Y.LDSEV.R.PS.2012.M",17952,17890,0.3
"SE.CLO.15Y.LDSEV.R.PS.2012.R",17952,17897,0.3
"SE.CLO.15Y.LDSEV.R.PS.2012.U",17952,17890,0.3
"SE.CLO.15Y.LDSEV.R.PS.2015.R",17952,17890,0.3
"SE.CLO.15Y.LDSEV.S.PS.2006.1",17952,17896,0.3
"SE.CLO.15Y.LDSEV.S.PS.2006.2",17952,17896,0.3
"SE.CLO.15Y.LDSEV.S.PS.2006.3",17952,17896,0.3
"SE.CLO.15Y.LDSEV.S.PS.2006.4",17952,17896,0.3
"SE.CLO.15Y.LDSEV.S.PS.2006.5",17952,17896,0.3
"SE.CLO.15Y.LDSEV.S.PS.2006.A",17952,17896,0.3
"SE.CLO.15Y.LDSEV.S.PS.2006.F",17952,17896,0.3
"SE.CLO.15Y.LDSEV.S.PS.2006.R",17952,17900,0.3
"SE.CLO.15Y.LDSEV.S.PS.2006.U",17952,17898,0.3
"SE.CLO.15Y.LDSEV.S.PS.2009.R",17952,17890,0.3
"SE.CLO.15Y.LDSEV.S.PS.2012.1",17952,17890,0.3
"SE.CLO.15Y.LDSEV.S.PS.2012.2",17952,17891,0.3
"SE.CLO.15Y.LDSEV.S.PS.2012.3",17952,17891,0.3
"SE.CLO.15Y.LDSEV.S.PS.2012.4",17952,17891,0.3
"SE.CLO.15Y.LDSEV.S.PS.2012.5",17952,17891,0.3
"SE.CLO.15Y.LDSEV.S.PS.2012.A",17952,17890,0.3
"SE.CLO.15Y.LDSEV.S.PS.2012.F",17952,17890,0.3
"SE.CLO.15Y.LDSEV.S.PS.2012.M",17952,17890,0.3
"SE.CLO.15Y.LDSEV.S.PS.2012.R",17952,17896,0.3
"SE.CLO.15Y.LDSEV.S.PS.2012.U",17952,17890,0.3
"SE.CLO.15Y.LDSEV.S.PS.2015.R",17952,17890,0.3
"SE.CLO.15Y.PRF.M.PS.2006.1",17952,17896,0.3
"SE.CLO.15Y.PRF.M.PS.2006.2",17952,17896,0.3
"SE.CLO.15Y.PRF.M.PS.2006.3",17952,17896,0.3
"SE.CLO.15Y.PRF.M.PS.2006.4",17952,17896,0.3
"SE.CLO.15Y.PRF.M.PS.2006.5",17952,17896,0.3
"SE.CLO.15Y.PRF.M.PS.2006.A",17952,17896,0.3
"SE.CLO.15Y.PRF.M.PS.2006.F",17952,17896,0.3
"SE.CLO.15Y.PRF.M.PS.2006.M",17952,17896,0.3
"SE.CLO.15Y.PRF.M.PS.2006.R",17952,17900,0.3
"SE.CLO.15Y.PRF.M.PS.2006.U",17952,17898,0.3
"SE.CLO.15Y.PRF.M.PS.2012.1",17952,17890,0.3
"SE.CLO.15Y.PRF.M.PS.2012.2",17952,17891,0.3
"SE.CLO.15Y.PRF.M.PS.2012.3",17952,17891,0.3
"SE.CLO.15Y.PRF.M.PS.2012.4",17952,17891,0.3
"SE.CLO.15Y.PRF.M.PS.2012.5",17952,17891,0.3
"SE.CLO.15Y.PRF.M.PS.2012.A",17952,17890,0.3
"SE.CLO.15Y.PRF.M.PS.2012.F",17952,17890,0.3
"SE.CLO.15Y.PRF.M.PS.2012.M",17952,17890,0.3
"SE.CLO.15Y.PRF.M.PS.2012.R",17952,17896,0.3
"SE.CLO.15Y.PRF.M.PS.2012.U",17952,17890,0.3
"SE.CLO.15Y.PRF.M.PS.2015.R",17952,17890,0.3
"SE.CLO.15Y.PRF.R.PS.2006.1",17952,17897,0.3
"SE.CLO.15Y.PRF.R.PS.2006.2",17952,17897,0.3
"SE.CLO.15Y.PRF.R.PS.2006.3",17952,17897,0.3
"SE.CLO.15Y.PRF.R.PS.2006.4",17952,17897,0.3
"SE.CLO.15Y.PRF.R.PS.2006.5",17952,17897,0.3
"SE.CLO.15Y.PRF.R.PS.2006.A",17952,17897,0.3
"SE.CLO.15Y.PRF.R.PS.2006.F",17952,17897,0.3
"SE.CLO.15Y.PRF.R.PS.2006.M",17952,17897,0.3
"SE.CLO.15Y.PRF.R.PS.2006.R",17952,17901,0.3
"SE.CLO.15Y.PRF.R.PS.2006.U",17952,17899,0.3
"SE.CLO.15Y.PRF.R.PS.2012.1",17952,17890,0.3
"SE.CLO.15Y.PRF.R.PS.2012.2",17952,17891,0.3
"SE.CLO.15Y.PRF.R.PS.2012.3",17952,17891,0.3
"SE.CLO.15Y.PRF.R.PS.2012.4",17952,17891,0.3
"SE.CLO.15Y.PRF.R.PS.2012.5",17952,17891,0.3
"SE.CLO.15Y.PRF.R.PS.2012.A",17952,17890,0.3
"SE.CLO.15Y.PRF.R.PS.2012.F",17952,17890,0.3
"SE.CLO.15Y.PRF.R.PS.2012.M",17952,17890,0.3
"SE.CLO.15Y.PRF.R.PS.2012.R",17952,17896,0.3
"SE.CLO.15Y.PRF.R.PS.2012.U",17952,17890,0.3
"SE.CLO.15Y.PRF.R.PS.2015.R",17952,17890,0.3
"SE.CLO.15Y.PRF.S.PS.2006.1",17952,17896,0.3
"SE.CLO.15Y.PRF.S.PS.2006.2",17952,17896,0.3
"SE.CLO.15Y.PRF.S.PS.2006.3",17952,17896,0.3
"SE.CLO.15Y.PRF.S.PS.2006.4",17952,17896,0.3
"SE.CLO.15Y.PRF.S.PS.2006.5",17952,17896,0.3
"SE.CLO.15Y.PRF.S.PS.2006.A",17952,17896,0.3
"SE.CLO.15Y.PRF.S.PS.2006.F",17952,17896,0.3
"SE.CLO.15Y.PRF.S.PS.2006.M",17952,17896,0.3
"SE.CLO.15Y.PRF.S.PS.2006.R",17952,17900,0.3
"SE.CLO.15Y.PRF.S.PS.2006.U",17952,17898,0.3
"SE.CLO.15Y.PRF.S.PS.2012.1",17952,17890,0.3
"SE.CLO.15Y.PRF.S.PS.2012.2",17952,17891,0.3
"SE.CLO.15Y.PRF.S.PS.2012.3",17952,17891,0.3
"SE.CLO.15Y.PRF.S.PS.2012.4",17952,17891,0.3
"SE.CLO.15Y.PRF.S.PS.2012.5",17952,17891,0.3
"SE.CLO.15Y.PRF.S.PS.2012.A",17952,17890,0.3
"SE.CLO.15Y.PRF.S.PS.2012.F",17952,17890,0.3
"SE.CLO.15Y.PRF.S.PS.2012.M",17952,17890,0.3
"SE.CLO.15Y.PRF.S.PS.2012.R",17952,17896,0.3
"SE.CLO.15Y.PRF.S.PS.2012.U",17952,17890,0.3
"SE.CLO.15Y.PRF.S.PS.2015.R",17952,17890,0.3
"SE.CLO.4.LDGAP.M.TMS.2011.A",17952,17906,0.3
"SE.CLO.4.LDGAP.M.TMS.2011.F",17952,17906,0.3
"SE.CLO.4.LDGAP.M.TMS.2011.M",17952,17906,0.3
"SE.CLO.4.LDGAP.M.TMS.2011.U",17952,17906,0.3
"SE.CLO.4.LDGAP.M.TMS.2015.1",17952,17907,0.3
"SE.CLO.4.LDGAP.M.TMS.2015.A",17952,17906,0.3
"SE.CLO.4.LDGAP.M.TMS.2015.F",17952,17906,0.3
"SE.CLO.4.LDGAP.M.TMS.2015.M",17952,17906,0.3
"SE.CLO.4.LDGAP.M.TMS.2015.U",17952,17906,0.3
"SE.CLO.4.LDGAP.M.TMS.2019.A",17952,17902,0.3
"SE.CLO.4.LDGAP.M.TMS.2019.F",17952,17902,0.3
"SE.CLO.4.LDGAP.M.TMS.2019.M",17952,17902,0.3
"SE.CLO.4.LDGAP.M.TMS.2019.U",17952,17903,0.3
"SE.CLO.4.LDGAP.R.PRL.2016.A",17952,17907,0.3
"SE.CLO.4.LDGAP.R.PRL.2016.F",17952,17907,0.3
"SE.CLO.4.LDGAP.R.PRL.2016.M",17952,17907,0.3
"SE.CLO.4.LDGAP.R.PRL.2016.U",17952,17907,0.3
"SE.CLO.4.LDGAP.S.TMS.2011.A",17952,17906,0.3
"SE.CLO.4.LDGAP.S.TMS.2011.F",17952,17906,0.3
"SE.CLO.4.LDGAP.S.TMS.2011.M",17952,17906,0.3
"SE.CLO.4.LDGAP.S.TMS.2011.U",17952,17906,0.3
"SE.CLO.4.LDGAP.S.TMS.2015.A",17952,17907,0.3
"SE.CLO.4.LDGAP.S.TMS.2015.F",17952,17907,0.3
"SE.CLO.4.LDGAP.S.TMS.2015.M",17952,17907,0.3
"SE.CLO.4.LDGAP.S.TMS.2015.U",17952,17907,0.3
"SE.CLO.4.LDGAP.S.TMS.2019.A",17952,17902,0.3
"SE.CLO.4.LDGAP.S.TMS.2019.F",17952,17902,0.3
"SE.CLO.4.LDGAP.S.TMS.2019.M",17952,17902,0.3
"SE.CLO.4.LDGAP.S.TMS.2019.R",17952,17906,0.3
"SE.CLO.4.LDGAP.S.TMS.2019.U",17952,17903,0.3
"SE.CLO.4.LDSEV.M.TMS.2011.A",17952,17906,0.3
"SE.CLO.4.LDSEV.M.TMS.2011.F",17952,17906,0.3
"SE.CLO.4.LDSEV.M.TMS.2011.M",17952,17906,0.3
"SE.CLO.4.LDSEV.M.TMS.2011.U",17952,17906,0.3
"SE.CLO.4.LDSEV.M.TMS.2015.1",17952,17907,0.3
"SE.CLO.4.LDSEV.M.TMS.2015.A",17952,17906,0.3
"SE.CLO.4.LDSEV.M.TMS.2015.F",17952,17906,0.3
"SE.CLO.4.LDSEV.M.TMS.2015.M",17952,17906,0.3
"SE.CLO.4.LDSEV.M.TMS.2015.U",17952,17906,0.3
"SE.CLO.4.LDSEV.M.TMS.2019.A",17952,17902,0.3
"SE.CLO.4.LDSEV.M.TMS.2019.F",17952,17902,0.3
"SE.CLO.4.LDSEV.M.TMS.2019.M",17952,17902,0.3
"SE.CLO.4.LDSEV.M.TMS.2019.U",17952,17903,0.3
"SE.CLO.4.LDSEV.R.PRL.2016.A",17952,17907,0.3
"SE.CLO.4.LDSEV.R.PRL.2016.F",17952,17907,0.3
"SE.CLO.4.LDSEV.R.PRL.2016.M",17952,17907,0.3
"SE.CLO.4.LDSEV.R.PRL.2016.U",17952,17907,0.3
"SE.CLO.4.LDSEV.S.TMS.2011.A",17952,17906,0.3
"SE.CLO.4.LDSEV.S.TMS.2011.F",17952,17906,0.3
"SE.CLO.4.LDSEV.S.TMS.2011.M",17952,17906,0.3
"SE.CLO.4.LDSEV.S.TMS.2011.U",17952,17906,0.3
"SE.CLO.4.LDSEV.S.TMS.2015.A",17952,17907,0.3
"SE.CLO.4.LDSEV.S.TMS.2015.F",17952,17907,0.3
"SE.CLO.4.LDSEV.S.TMS.2015.M",17952,17907,0.3
"SE.CLO.4.LDSEV.S.TMS.2015.U",17952,17907,0.3
"SE.CLO.4.LDSEV.S.TMS.2019.A",17952,17902,0.3
"SE.CLO.4.LDSEV.S.TMS.2019.F",17952,17902,0.3
"SE.CLO.4.LDSEV.S.TMS.2019.M",17952,17902,0.3
"SE.CLO.4.LDSEV.S.TMS.2019.R",17952,17906,0.3
"SE.CLO.4.LDSEV.S.TMS.2019.U",17952,17903,0.3
"SE.CLO.4.PRF.M.TMS.2011.A",17952,17906,0.3
"SE.CLO.4.PRF.M.TMS.2011.F",17952,17906,0.3
"SE.CLO.4.PRF.M.TMS.2011.M",17952,17906,0.3
"SE.CLO.4.PRF.M.TMS.2011.U",17952,17906,0.3
"SE.CLO.4.PRF.M.TMS.2015.1",17952,17907,0.3
"SE.CLO.4.PRF.M.TMS.2015.A",17952,17906,0.3
"SE.CLO.4.PRF.M.TMS.2015.F",17952,17906,0.3
"SE.CLO.4.PRF.M.TMS.2015.M",17952,17906,0.3
"SE.CLO.4.PRF.M.TMS.2015.R",17952,17907,0.3
"SE.CLO.4.PRF.M.TMS.2015.U",17952,17906,0.3
"SE.CLO.4.PRF.M.TMS.2019.A",17952,17902,0.3
"SE.CLO.4.PRF.M.TMS.2019.F",17952,17902,0.3
"SE.CLO.4.PRF.M.TMS.2019.M",17952,17902,0.3
"SE.CLO.4.PRF.M.TMS.2019.R",17952,17905,0.3
"SE.CLO.4.PRF.M.TMS.2019.U",17952,17903,0.3
"SE.CLO.4.PRF.R.PRL.2016.A",17952,17907,0.3
"SE.CLO.4.PRF.R.PRL.2016.F",17952,17907,0.3
"SE.CLO.4.PRF.R.PRL.2016.M",17952,17907,0.3
"SE.CLO.4.PRF.R.PRL.2016.U",17952,17907,0.3
"SE.CLO.4.PRF.S.TMS.2011.A",17952,17906,0.3
"SE.CLO.4.PRF.S.TMS.2011.F",17952,17906,0.3
"SE.CLO.4.PRF.S.TMS.2011.M",17952,17906,0.3
"SE.CLO.4.PRF.S.TMS.2011.U",17952,17906,0.3
"SE.CLO.4.PRF.S.TMS.2015.A",17952,17907,0.3
"SE.CLO.4.PRF.S.TMS.2015.F",17952,17907,0.3
"SE.CLO.4.PRF.S.TMS.2015.M",17952,17907,0.3
"SE.CLO.4.PRF.S.TMS.2015.U",17952,17907,0.3
"SE.CLO.4.PRF.S.TMS.2019.A",17952,17902,0.3
"SE.CLO.4.PRF.S.TMS.2019.F",17952,17902,0.3
"SE.CLO.4.PRF.S.TMS.2019.M",17952,17902,0.3
"SE.CLO.4.PRF.S.TMS.2019.R",17952,17905,0.3
"SE.CLO.4.PRF.S.TMS.2019.U",17952,17903,0.3
"SE.CLO.8.LDGAP.M.TMS.2003.1",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2003.2",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2003.3",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2003.4",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2003.5",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2003.A",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2003.F",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2003.M",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2003.U",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2007.1",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2007.2",17952,17906,0.3
"SE.CLO.8.LDGAP.M.TMS.2007.3",17952,17906,0.3
